"","hsa.mir.142","hsa.mir.326","hsa.mir.1271","hsa.mir.431","hsa.mir.375","hsa.mir.627","hsa.mir.4772","hsa.mir.99a","hsa.mir.301a","hsa.mir.345","hsa.mir.3605","hsa.mir.940","hsa.mir.7.3","hsa.mir.323a","hsa.mir.1180","hsa.mir.3130.2","hsa.mir.1266","hsa.mir.6761","hsa.mir.4661","hsa.mir.150","hsa.mir.4668","hsa.mir.155","hsa.mir.628","hsa.mir.125b.2","hsa.mir.125b.1","hsa.mir.338","hsa.mir.135b","hsa.mir.362","hsa.mir.1248","hsa.mir.196b","hsa.mir.145","hsa.mir.323b","hsa.mir.3200","hsa.mir.188","hsa.mir.147b","hsa.mir.19a","hsa.mir.3607","hsa.mir.642a","hsa.mir.139","hsa.mir.301b","hsa.mir.210","hsa.mir.616","hsa.mir.451a","hsa.mir.144","hsa.mir.503","hsa.mir.217","hsa.mir.485","hsa.mir.33a","hsa.mir.3065","hsa.mir.215","hsa.mir.106a","hsa.mir.223","hsa.mir.1.1","hsa.mir.1.2","hsa.mir.937","hsa.mir.592","hsa.mir.153.2","hsa.mir.133a.2","hsa.mir.133a.1","hsa.mir.577","hsa.mir.33b","hsa.mir.1247","hsa.mir.149","hsa.mir.3653","hsa.mir.4662a","hsa.mir.296","hsa.mir.31","hsa.mir.9.1","hsa.mir.9.3","hsa.mir.9.2","hsa.mir.653","hsa.mir.20b","hsa.mir.486.2","hsa.mir.675","hsa.mir.486.1"
"TCGA-WS-AB45",6.454279,9.527745,20.89957,8.759378,1.84408,1.536733,157.51514,171.49941,12.601211,0.768367,5.532239,5.224892,0.92204,60.85463,2439.717419,115.25498,2017.730519,0.307347,7.222645,144.299235,42.260159,168.272271,1.536733,888.385387,27.968542,10.142438,1037.755841,81.139506,37.18894,1198.805467,1.690406,7.683665,1.997753,31.656701,19.51651,1.38306,5.532239,5.378566,15.674677,0.768367,684.460909,9.988765,1.229386,7.529992,1.536733,19.670183,15.213657,2.3051,137392.542019,23.512016,356.368399,2.76612,10.142438,3.688159,8.144685,10.449785,81.754199,76.68298,20.89957,38.264653,1.38306,5.378566,0.92204,9.220398,3.995506,1.84408,33.347108,0,1.38306,86.979092,91.589291,91.589291,1.536733,1.229386,53.017291
"TCGA-AA-3697",15.684122,5.041325,5.601472,3.92103,366.89642,1.680442,42.011041,35.849421,11.763091,0,1.120294,1.120294,36.969716,15.684122,686.180328,57.135015,449.23806,0.560147,1.120294,227.979913,53.213985,265.509776,8.402208,6106.724847,30.808096,0.560147,194.931228,1153.903246,25.206624,155.720923,1.680442,0.560147,1.120294,30.247949,1.680442,10.08265,0,1.120294,0.560147,0.560147,270.551101,11.763091,0.560147,9.522503,1.120294,6.721766,56.574868,5.041325,17679.926285,2.800736,81.221345,7.842061,6.161619,1.680442,9.522503,2.240589,15.123975,25.206624,2.240589,11.763091,44.251629,2.240589,2.240589,6.721766,0.560147,1.120294,2.800736,1.680442,6.721766,55.454573,64.977076,48.732807,3.360883,1.120294,21.285594
"TCGA-AA-3696",164.049368,6.741755,5.243587,15.730761,162.5512,0.749084,113.111664,134.835097,5.243587,5.992671,9.73809,8.989006,313.866142,34.457858,1125.873057,22.472516,954.332851,2.247252,17.228929,86.893729,22.472516,29.214271,8.989006,16801.20213,47.192284,0.749084,1399.28867,486.155432,33.708774,69.6648,3.745419,32.210606,11.985342,11.236258,7.490839,11.236258,11.236258,6.741755,33.708774,6.741755,119.104335,23.2216,9.73809,46.4432,16.479845,214.237987,23.970684,5.992671,83014.972688,14.981677,56.18129,11.236258,14.981677,6.741755,1.498168,2.996335,7.490839,4.494503,7.490839,311.61889,24.719768,28.465187,1.498168,44.195948,5.243587,143.824103,18.727097,5.243587,1.498168,38.203277,35.206942,56.930374,5.992671,0.749084,268.172026
"TCGA-AA-3695",337.495449,23.614842,3.935807,10.823469,137.753245,4.919759,112.170499,112.170499,4.919759,8.855566,16.72718,12.791373,75.764285,33.454359,1838.021863,64.940815,3182.09995,5.90371,20.662987,187.934784,30.502504,115.122354,39.35807,6941.779575,57.069201,1.967903,1655.006838,435.890624,28.534601,168.255749,3.935807,91.507512,10.823469,15.743228,0,6.887662,3.935807,9.839517,33.454359,4.919759,47.229684,144.640907,10.823469,112.170499,2.951855,381.773278,15.743228,62.972912,42606.094597,9.839517,423.099251,5.90371,1.967903,5.90371,3.935807,1.967903,15.743228,15.743228,11.807421,77.732188,54.117346,5.90371,2.951855,31.486456,3.935807,4.919759,43.293877,4.919759,2.951855,10.823469,11.807421,7.871614,3.935807,5.90371,205.645915
"TCGA-AA-3693",92.519835,72.054618,2.984511,76.744564,452.792927,10.232609,276.28043,303.567386,5.116304,12.790761,112.558694,96.783422,82.713585,97.63614,1666.209752,28.566032,13071.731012,0.426359,39.224999,428.064123,51.163043,212.326627,8.527174,23951.55201,62.674727,58.837499,940.973624,194.419562,63.101086,85.698096,10.232609,14.496195,1.705435,3.41087,2.984511,4.689946,1.279076,2.984511,9.80625,4.263587,932.44645,59.263858,2.558152,18.759782,8.953532,162.44266,105.736955,23.876087,26896.411467,6.39538,142.83016,6.821739,4.263587,5.969022,3.837228,1.279076,23.876087,15.348913,5.969022,193.140486,62.674727,19.6125,4.689946,30.271467,19.186141,5.969022,8.953532,5.116304,1.279076,127.907606,134.729345,142.403802,0.426359,0.852717,271.590484
"TCGA-AA-3692",215.21671,20.496829,5.465821,25.279423,114.782245,3.416138,107.949969,102.484147,7.515504,2.049683,12.298098,15.714236,99.751237,33.478155,2910.549786,45.093025,2870.239355,6.149049,15.714236,700.991568,51.925301,105.900286,14.347781,7625.503795,34.161382,8.198732,1904.838687,823.289318,32.1117,208.384433,4.099366,41.676887,6.832276,7.515504,34.161382,4.782594,2.049683,2.732911,6.832276,4.782594,145.527489,197.452791,11.61487,48.509163,4.099366,569.128632,25.962651,16.397464,53918.959636,4.782594,357.328061,26.645878,14.347781,1.366455,10.931642,2.049683,20.496829,28.695561,9.565187,247.328409,97.701554,6.149049,11.61487,45.093025,2.732911,10.931642,10.248415,2.732911,3.416138,66.95631,64.223399,60.124033,0.683228,1.366455,131.179709
"TCGA-DM-A1DA",48.591633,5.268972,45.957147,5.854414,40.102733,4.09809,35.419202,42.737219,50.055236,3.219927,2.341765,1.463603,138.164161,14.050593,948.707726,26.344861,1400.961178,1.170883,12.586989,129.382541,30.735671,809.372682,26.344861,1340.367997,121.186362,1.170883,730.630819,9868.492307,21.954051,85.767159,2.049045,16.685079,4.09809,10.537945,1.463603,6.147134,12.87971,6.147134,3.512648,4.976252,212.515214,156.898285,19.612286,37.468247,2.341765,86.938042,86.352601,5.854414,16232.239905,12.294269,173.290643,4.39081,2.341765,2.341765,5.268972,3.219927,19.905006,21.36861,2.049045,237.396472,0.878162,6.147134,6.439855,7.903458,0,0.585441,335.750621,2.927207,21.36861,12.294269,13.172431,12.294269,4.09809,3.219927,30.735671
"TCGA-A6-6782",9.775194,11.356475,4.887597,9.343935,525.704159,1.868787,379.076256,397.332867,15.237802,1.437528,2.443798,1.725034,35.3632,43.700865,2102.960389,138.577744,2712.184951,1.437528,14.519037,358.08834,19.69414,223.966935,3.450068,4350.679893,32.775649,2.731304,215.629269,137.571474,31.625626,170.347123,3.737574,2.875057,0.718764,22.137938,3.593821,4.312585,2.01254,3.881327,4.168833,17.106589,580.473993,51.03226,1.868787,9.631441,2.300046,88.695506,11.212722,5.606361,19558.005999,14.087779,632.225018,5.462608,5.750114,0.862517,3.593821,5.606361,97.608183,90.708046,16.531577,10.925216,22.281691,1.150023,2.875057,7.043889,2.300046,2.443798,22.137938,1.725034,4.02508,25.300501,23.287961,25.300501,0.575011,6.325125,472.659359
"TCGA-A6-6781",12.7704873333333,5.43043333333333,47.3345333333333,5.788734,45.0993426666667,3.60133433333333,460.400634,453.260542333333,13.795142,3.89773166666667,10.040289,7.382689,39.222426,41.039651,1699.54891333333,61.8435746666667,2843.33957333333,2.11239066666667,37.9517456666667,585.708224,103.395348666667,615.558122333333,2.28303933333333,592.591167333333,24.1947836666667,23.0243363333333,2997.68461766667,990.624017333333,22.5418966666667,1130.249266,4.39930833333333,9.53108033333333,2.07263766666667,23.963916,35.545826,5.22967566666667,4.33265566666667,5.74798466666667,9.39817266666667,5.950357,902.272163333333,25.563959,5.83639033333333,17.4788453333333,2.450679,25.662986,13.41208,18.97377,71827.9661206667,32.733711,383.64851,1.20840833333333,2.95312633333333,2.01575466666667,24.7825716666667,11.584576,136.125986666667,135.64154,8.970136,12.8765703333333,1.868726,4.746969,1.445312,3.81822566666667,15.711126,3.62495433333333,36.503496,0.223652333333333,0.402802666666667,555.799118,553.252618,546.439922,3.09627633333333,2.679352,132.732806666667
"TCGA-F4-6459",8.224215,116.186686,6.07649,124.882353,570.247188,2.042958,196.123964,201.467085,8.643284,1.833424,58.302877,46.359431,23.83451,35.83034,599.948654,27.291823,6952.02878,2.566793,8.852818,137.454402,23.153524,101.519295,1.833424,602.043995,10.476707,10.005256,502.881959,250.498076,64.169833,110.948332,1.78104,6.600326,1.62389,5.657422,2.566793,4.819285,1.78104,1.728657,1.204821,6.233641,164.536691,40.335324,3.195396,12.519665,1.676273,93.818915,4.085916,3.981149,15290.073576,7.595613,94.971353,1.728657,2.409643,0.576219,2.67156,2.200109,8.695667,8.643284,45.678445,60.083917,40.649625,1.62389,1.938191,7.438462,1.519123,5.447888,12.048214,1.414356,1.257205,72.341665,71.451145,72.341665,2.881095,2.828711,194.604841
"TCGA-DM-A1DB",24.312863,1.834933,22.019197,4.128599,437.172808,4.587333,19.266797,26.60653,119.729384,1.834933,1.3762,4.587333,102.29752,15.138198,4281.35763,1275.278497,875.263084,24.312863,4.128599,1236.286169,293.130561,455.063406,50.919393,5752.515235,103.214986,16.055665,765.167098,906.915679,6.422266,410.107545,27.98273,16.514398,2.293666,22.47793,0.458733,12.844532,11.927065,1.3762,1.3762,6.422266,407.355146,149.547047,6.880999,58.717859,1.3762,208.264906,160.097912,17.431864,2876.716351,3.211133,4581.36919,2.293666,24.771597,4.128599,6.880999,1.834933,478.00007,459.650739,45.414594,63.305192,187.163175,6.422266,15.596931,16.055665,1.3762,9.174665,25.689063,8.715932,5.504799,129.362783,119.729384,129.821516,4.587333,10.550865,7.798466
"TCGA-DM-A1HA",20.695414,7.883967,10.511956,6.022475,88.804131,4.81798,31.973867,34.054359,7.774468,0.875996,1.970992,2.080491,557.790685,11.825951,1652.895639,38.872339,875.010868,0.547498,7.993467,123.953485,357.954014,261.156416,4.379982,1026.22974,30.112375,1.751993,213.524114,186.368226,8.321965,54.640273,3.175487,14.34444,0.437998,23.104404,107.419054,1.970992,2.51849,1.313995,0.985496,2.189991,93.293613,10.730955,3.394486,5.693976,4.92748,89.24213,8.102966,4.379982,15988.357132,2.080491,131.180455,5.365478,1.532994,3.394486,3.832484,0.656997,19.16242,17.410428,4.379982,135.122439,2.29949,3.065987,1.204495,2.627989,0.985496,1.751993,13.468444,3.394486,9.416961,33.61636,37.010846,36.02535,3.941984,3.284986,19.490919
"TCGA-DM-A1HB",5.469467,6.684904,59.860279,3.646311,74.445525,2.430874,112.427936,106.046891,116.378107,1.519296,5.469467,4.557889,178.061542,27.347336,915.224171,53.479234,3038.896723,3.342452,18.839276,207.535893,60.467998,372.531485,26.131899,625.95013,34.03224,0,1179.58175,3371.622642,23.397165,924.643809,1.823156,18.231557,1.823156,43.451878,70.495354,5.469467,6.988764,6.381045,3.342452,24.308743,760.863653,90.853927,17.01612,18.535416,3.646311,24.612602,31.601366,3.038593,23361.613517,21.27015,381.343404,3.342452,22.485587,2.430874,17.01612,5.469467,39.501707,30.993647,4.557889,37.982411,0.911578,1.823156,3.646311,5.165608,3.342452,1.215437,11.546653,2.127015,25.220321,38.590129,33.728381,33.120662,6.381045,5.773326,91.157786
"TCGA-5M-AAT6",20.060464,8.890433,25.75946,7.294714,19.148625,3.191437,685.703135,691.174171,18.920665,5.243076,5.698995,3.419397,40.348888,80.013896,7793.262328,39.665008,4031.013477,3.875317,67.248147,1782.189864,10.030232,1093.751211,8.206553,567.164029,93.463526,17.780866,547.103565,412.607272,170.741904,1022.399788,5.926955,16.869027,3.875317,15.957187,48.555441,1.823679,0.911839,15.045348,4.559196,4.559196,562.148913,58.585673,10.486152,39.437049,1.595719,33.510093,28.722937,11.397991,1472.62043,33.282134,661.311435,2.735518,18.008826,4.559196,8.206553,21.656183,48.099522,50.83504,7.066754,56.078115,0.911839,1.823679,2.507558,27.811098,3.191437,8.890433,57.217915,0.911839,1.823679,112.612151,121.046664,123.554222,0.22796,4.331237,365.41959
"TCGA-T9-A92H",17.803069,9.300111,16.474482,9.300111,73.869452,2.922892,74.666604,74.666604,21.788831,2.12574,7.440089,6.377219,45.437684,20.725961,1582.61315,34.011834,2307.75608,49.157729,28.697485,532.497776,10.628698,372.004434,24.180288,9235.541516,115.055657,3.188609,2312.273277,282.457653,49.689164,317.532356,2.922892,20.460244,2.391457,3.985762,0.797152,1.860022,9.300111,6.377219,2.922892,2.922892,349.949886,176.702106,8.768676,46.766272,1.328587,60.849297,112.6642,12.223003,71322.01873,10.628698,493.703028,2.391457,2.922892,1.860022,6.377219,3.454327,21.523114,22.585984,9.300111,66.163646,162.884799,4.782914,5.048632,6.908654,8.502958,13.285873,5.580067,2.657175,10.097263,96.189718,95.658283,93.266826,1.594305,7.174371,26.306028
"TCGA-AZ-4323",12.308891,79.084625,11.078002,85.546792,89.085599,1.538611,268.179963,284.335382,3.846528,1.38475,33.541728,28.772033,10.308696,84.623626,3994.235131,27.541144,5562.541706,1.230889,65.237122,2710.263938,26.464116,700.991343,3.231084,997.481755,15.232253,8.770085,65.083261,265.10274,635.600359,742.687711,1.846334,7.077612,1.692473,34.157173,9.847113,3.846528,3.384945,4.461973,1.077028,4.923556,338.340641,30.926089,1.38475,18.92492,0.769306,88.777876,5.539001,8.462363,94798.30882,8.15464,75.545819,4.154251,14.001364,1.692473,21.078976,1.38475,26.464116,26.617977,2.615639,30.772228,9.847113,1.230889,1.538611,7.539196,3.538806,2.615639,51.697342,1.077028,13.847502,2327.611289,2360.999156,2342.843542,3.231084,5.692862,206.481647
"TCGA-AA-3939",257.724578,4.980185,2.490093,12.450463,2523.708794,7.470278,108.319026,136.95509,4.980185,7.470278,4.980185,2.490093,407.130131,19.92074,10647.635719,133.219951,2312.050927,16.185602,11.205416,1002.262249,65.987452,271.420087,31.126157,8633.150851,44.821666,6.225231,1058.289331,987.321694,9.96037,415.845455,12.450463,46.066712,3.735139,4.980185,47.311758,8.715324,2.490093,7.470278,7.470278,2.490093,333.672401,659.874524,79.682961,83.4181,2.490093,465.647306,26.145972,7.470278,14269.475325,22.410833,1110.581275,3.735139,7.470278,3.735139,13.695509,3.735139,41.086527,31.126157,21.165787,80.928008,97.113609,6.225231,2.490093,62.252314,2.490093,33.616249,9.96037,3.735139,2.490093,46.066712,31.126157,32.371203,0,6.225231,90.888378
"TCGA-AD-6548",16.97191,38.871149,16.561299,40.239851,1248.393486,5.61168,101.55772,103.610774,22.58359,0.684351,15.192597,13.002673,17.519391,43.387867,1802.033618,32.164507,3839.894665,8.759696,3.148016,362.295533,8.896566,282.637052,8.075344,5138.108919,24.499773,7.390993,410.884469,646.575027,15.329467,385.974085,1.094962,8.896566,2.463664,17.930002,0.684351,6.706642,12.865803,3.558626,5.88542,5.61168,256.905446,73.36245,6.296031,9.717787,1.916183,84.175199,10.949619,7.390993,9592.003493,8.759696,129.47925,2.737405,5.88542,1.642443,16.69817,2.874275,22.30985,23.678552,7.527863,23.131071,10.265268,1.916183,1.916183,7.117253,1.231832,4.379848,9.717787,1.368702,6.296031,445.37577,447.155084,460.568367,7.390993,11.633971,78.563519
"TCGA-D5-5540",10.456379,2.02885,4.681961,2.02885,12.173098,5.462287,36.987489,43.854365,12.485228,0.156065,1.092457,1.092457,65.079253,3.589503,297.148436,29.340287,354.736552,0.468196,12.641294,90.673971,7.335072,177.290243,1.716719,4573.027037,21.068823,1.092457,178.694832,127.505395,14.514078,50.565175,0.624261,7.959333,0.468196,6.086549,0.780327,2.34098,3.277372,1.092457,1.248523,0.312131,36.987489,8.271464,0.624261,5.150157,0.468196,3.745569,8.73966,0.780327,4000.73538,7.491137,56.339593,1.092457,2.497046,0.624261,2.02885,0.624261,9.676052,11.548836,2.653111,5.930483,66.015645,0.780327,1.404588,3.277372,0,0.312131,44.634692,2.184915,5.306222,33.866182,29.496352,35.895032,3.901634,2.34098,58.212377
"TCGA-D5-5541",9.251906,14.758993,11.675025,14.53871,110.362025,1.982551,152.215887,160.806942,27.755719,0.881134,2.863685,3.304252,24.451467,12.556159,691.249569,32.601955,828.265895,1.982551,6.828788,217.860365,86.351125,278.218039,6.608504,3154.900041,42.294429,1.101417,317.208215,474.490622,42.074145,76.438369,2.863685,4.185386,1.101417,17.402395,1.321701,10.353324,9.251906,1.321701,0.66085,5.286804,91.858212,18.94438,0.881134,9.47219,0.66085,7.709922,23.790616,2.863685,8176.482315,7.489638,73.134116,11.675025,13.657576,0.66085,3.744819,1.101417,12.776442,8.150489,2.202835,45.818964,16.300978,1.541984,2.202835,8.370772,0.881134,12.996725,4.40567,3.304252,6.608504,164.331478,166.093746,163.450344,7.489638,2.643402,117.411096
"TCGA-A6-3810",285.999023,12.227987,4.075996,8.151991,49.59128,7.472659,223.500424,231.652415,2.71733,8.151991,3.396663,8.831324,113.448544,16.303982,4240.394067,49.59128,2825.344269,6.793326,20.379978,235.728411,29.890634,200.403116,12.227987,20394.923212,56.384606,2.71733,1204.456694,542.107412,17.662648,279.88503,13.586652,29.211302,2.037998,12.907319,34.645962,6.793326,2.71733,7.472659,17.662648,6.113993,203.120446,117.524539,33.96663,27.173304,9.510656,161.001825,6.793326,12.227987,5230.18166,7.472659,312.492994,1.358665,1.358665,3.396663,6.113993,3.396663,19.021313,18.34198,4.075996,40.080623,10.189989,3.396663,1.358665,59.101936,4.755328,10.869322,11.548654,2.037998,4.755328,24.455973,18.34198,13.586652,3.396663,3.396663,231.652415
"TCGA-AA-3529",129.312767,15.571694,7.447332,14.894664,798.218598,2.031091,58.224597,68.38005,2.708121,3.385151,4.062181,2.031091,117.126223,31.820419,2410.904519,56.870536,803.63484,8.124362,15.571694,155.716945,46.038053,60.255687,5.416242,8632.811998,94.107197,2.708121,1741.998688,2113.011234,41.298842,275.551289,0,51.454295,25.727147,4.062181,1.35406,0.67703,15.571694,6.770302,6.770302,1.35406,303.309527,27.758238,4.062181,11.509513,6.770302,123.219495,8.801393,6.770302,37393.731648,8.124362,111.032952,6.093272,13.540604,7.447332,10.832483,1.35406,10.832483,5.416242,9.478423,725.099337,31.820419,10.155453,4.062181,77.181442,14.894664,13.540604,1611.331861,5.416242,0,53.485385,61.609748,52.808355,4.739211,4.062181,45.361023
"TCGA-AA-3525",36.776424,4.290583,6.742344,3.677642,17.775272,2.451762,17.775272,21.452914,8.581166,0.61294,5.516464,2.451762,65.584623,11.645868,3183.612426,63.745801,532.645206,4.290583,6.129404,151.396278,91.328119,125.652782,1.225881,2239.684213,79.069311,5.516464,5311.128546,3452.69326,8.581166,312.599603,1.225881,30.64702,11.032927,2.451762,33.098781,0,4.290583,1.838821,6.129404,0.61294,202.883272,20.227033,2.451762,17.162331,3.677642,50.874053,7.355285,15.93645,64719.15071,3.677642,110.942212,1.225881,4.290583,3.064702,8.581166,1.225881,12.871748,8.581166,6.742344,397.185378,12.871748,15.32351,1.225881,68.036384,24.517616,12.258808,16.549391,1.225881,0.61294,30.64702,32.485841,42.292887,1.225881,1.225881,4.290583
"TCGA-AA-3524",178.546258,21.357208,4.271442,13.668613,2059.689124,2.562865,43.568704,53.820164,8.542883,11.105748,4.271442,4.271442,20.50292,11.960036,5223.973039,126.43467,1670.133653,19.648631,6.834307,304.980928,222.96925,246.889323,3.417153,1652.193599,240.909304,17.940055,4159.5298,762.879464,11.960036,465.587131,1.708577,23.920073,2.562865,1.708577,1.708577,2.562865,1.708577,1.708577,5.12573,0,1178.917873,43.568704,4.271442,46.131569,5.12573,164.877645,3.417153,8.542883,28855.296374,6.834307,207.59206,2.562865,10.25146,5.12573,10.25146,0,15.37719,29.045803,10.25146,215.280655,36.734397,14.522901,5.12573,56.383029,4.271442,10.25146,29.045803,2.562865,6.834307,52.965875,52.111587,45.277281,1.708577,0.854288,46.985857
"TCGA-AA-3527",66.333677,38.885259,4.574736,39.647715,582.516425,4.574736,143.341738,133.429809,4.574736,7.624561,23.636138,22.873682,9.911929,49.559644,3265.599279,16.774033,4135.561637,3.81228,9.911929,655.712206,19.823857,216.537519,6.099648,3254.924894,45.747363,14.486665,1844.381194,449.849072,25.923506,127.330161,1.524912,16.011577,2.287368,3.81228,0.762456,0.762456,1.524912,3.81228,9.911929,2.287368,766.268334,48.034731,6.099648,24.398594,9.149473,163.928052,3.81228,63.283852,50941.213876,4.574736,35.072978,3.049824,14.486665,2.287368,5.337192,2.287368,5.337192,3.049824,24.398594,109.793672,46.509819,4.574736,0.762456,56.421748,3.81228,7.624561,71.670869,0,0,95.307007,98.356831,89.969814,0,2.287368,183.751909
"TCGA-AA-3526",101.228081,5.751595,9.202553,3.450957,172.547865,1.150319,48.313402,50.61404,9.202553,3.450957,1.150319,1.150319,207.057438,32.208935,4399.970552,109.280314,662.583801,10.352872,8.052234,654.531567,49.463721,106.979676,8.052234,9225.55917,67.868827,43.712126,2579.015419,491.186255,11.503191,265.723712,21.856063,19.555425,2.300638,5.751595,1.150319,4.601276,1.150319,9.202553,32.208935,0,112.731272,31.058616,23.006382,35.659892,3.450957,199.005204,6.901915,60.966912,34161.026269,9.202553,233.514777,2.300638,1.150319,3.450957,18.405106,0,18.405106,24.156701,36.810211,807.524007,34.509573,16.104467,3.450957,48.313402,5.751595,32.208935,14.954148,1.150319,5.751595,417.565833,432.519981,403.762004,2.300638,1.150319,34.509573
"TCGA-AA-3521",109.065593,49.079517,0,56.956476,69.680795,1.21184,70.892635,69.680795,4.84736,3.63552,18.177599,20.601279,428.991331,65.439356,3696.111751,25.448638,3495.552245,3.63552,4.24144,147.84447,145.42079,58.168316,1.81776,4658.312646,262.969262,53.320956,863.435942,475.647168,16.359839,258.121903,4.24144,12.118399,6.0592,9.088799,10.300639,0,1.81776,6.66512,10.906559,1.21184,1992.264826,17.571679,4.24144,2.42368,3.63552,63.015676,4.84736,9.088799,27808.090607,4.84736,20.601279,12.118399,4.84736,7.876959,6.0592,2.42368,3.0296,3.63552,4.84736,166.627989,7.876959,7.27104,1.21184,38.778877,9.088799,8.482879,20.601279,2.42368,1.21184,71.498555,69.680795,87.252474,0.60592,0.60592,43.020317
"TCGA-AA-3520",71.342371,9.76264,4.505834,12.015557,39.801533,0.750972,80.354038,90.116679,5.256806,2.252917,3.754862,4.505834,241.813087,30.038893,3251.710152,39.801533,1034.088887,1.501945,1.501945,183.988219,24.782087,72.844315,3.754862,6285.63833,123.159461,9.011668,1184.283351,523.427708,17.272363,285.369482,3.003889,36.797644,6.758751,4.505834,12.766529,1.501945,5.256806,8.260696,26.284031,1.501945,259.085451,6.758751,2.252917,11.264585,15.019446,51.066118,3.003889,3.003889,34682.15472,12.015557,51.066118,0.750972,12.766529,3.003889,8.260696,8.260696,6.007779,7.509723,30.789865,572.240909,3.754862,9.011668,2.252917,34.544727,10.513612,1.501945,32.29181,3.003889,0.750972,54.070007,39.050561,60.828758,7.509723,0.750972,91.618623
"TCGA-AA-3488",164.551176,14.53301,7.032102,10.313749,166.426403,3.750454,18.752271,20.627498,14.53301,1.40642,4.688068,4.219261,132.203509,16.408237,2276.525673,82.041185,1211.865499,5.156874,7.500908,74.07147,29.06602,257.843723,15.470623,3934.695217,127.984248,4.688068,1606.131993,927.768597,35.160508,164.551176,0.468807,27.659599,5.625681,5.156874,0.937614,2.812841,8.907329,4.219261,4.219261,0.937614,301.442753,84.385219,2.812841,10.782556,5.625681,71.727436,104.075103,6.094488,12598.244319,5.156874,205.806172,6.094488,10.782556,3.281647,4.219261,1.40642,17.34585,14.53301,13.595396,358.637179,402.705015,7.500908,2.812841,26.721986,1.875227,14.064203,7.032102,2.812841,7.032102,54.381585,47.349484,53.912779,4.688068,3.750454,22.033918
"TCGA-AA-3489",4.323954,5.147564,3.294441,8.442005,121.688418,2.264928,219.080332,224.227896,4.529856,1.853123,1.441318,1.441318,8.85381,45.092662,2217.570654,23.061088,1134.523148,0,4.529856,1956.486199,7.20659,474.399516,1.853123,1337.954885,12.765959,1.647221,117.364464,135.277987,101.304063,572.615041,1.647221,1.853123,0.205903,3.912149,5.147564,4.323954,0.205903,1.853123,2.470831,4.735759,208.991106,17.913523,1.235415,3.912149,0.82361,26.767334,4.941662,3.706246,5170.831183,21.61977,46.945785,1.853123,5.971174,0.617708,17.913523,2.676733,10.706934,11.942349,3.912149,4.529856,16.472205,0.411805,0.411805,8.442005,0,4.735759,10.089226,2.059026,15.854498,57.240914,57.652719,58.476329,0.617708,1.441318,325.120154
"TCGA-4T-AA8H",14.376774,18.034024,22.826282,18.034024,76.297794,2.143905,41.995315,54.60652,6.431715,0.882784,10.467301,9.458404,245.414061,22.06961,1871.755137,67.848286,1279.659033,9.962852,4.540034,652.882114,7.188387,250.080207,3.531138,1744.38196,77.685027,3.909474,806.612711,196.482583,32.789135,233.181192,0.882784,9.080068,2.396129,104.168558,41.616979,0.756672,9.962852,1.261121,2.774465,1.513345,3517.265245,42.373651,4.413922,9.080068,1.008896,35.437488,20.934601,3.405026,23764.555854,5.044482,296.615556,1.891681,7.692835,0.882784,4.666146,2.900577,41.869203,43.886996,3.909474,36.446384,64.821597,1.639457,2.774465,3.783362,4.035586,10.088964,1.513345,1.513345,1.387233,18.160136,21.817386,19.673481,3.026689,2.270017,67.343838
"TCGA-D5-6930",3.500459,25.977089,11.975254,23.950507,37.952342,0.552704,202.473903,208.369413,9.027499,1.289643,14.554539,14.370304,4.237397,26.898262,1307.144989,49.006422,3916.092162,2.395051,7.922091,382.655411,10.501376,269.719558,0.552704,360.547251,17.318059,6.263979,251.111856,248.90104,78.1155,230.477573,0.921173,2.210816,0.184235,3.868928,7.922091,2.026581,1.105408,2.026581,1.842347,2.579285,189.024772,7.737856,1.289643,4.974336,0.552704,13.8176,5.52704,2.76352,20944.350075,9.764438,205.237423,3.684693,7.185152,0.736939,11.05408,2.579285,47.34831,44.58479,3.131989,25.792854,3.684693,1.289643,0.921173,4.237397,2.76352,1.289643,5.895509,0.921173,0.552704,78.1155,76.457388,79.589378,1.105408,0.552704,162.49498
"TCGA-D5-6931",9.88519,5.829727,22.305044,7.350526,898.791878,3.041597,65.140866,63.113135,8.871324,1.013866,3.54853,3.041597,47.651684,18.249581,2615.012917,121.663875,1195.60104,7.097059,2.027731,563.202355,17.489182,407.067049,3.295063,2571.416695,49.679416,4.815862,834.157944,539.376513,10.138656,156.135306,1.013866,7.857459,1.267332,7.857459,15.968384,3.801996,8.364391,1.013866,1.267332,4.055463,829.342082,35.738763,4.562395,2.534664,1.013866,32.4437,4.562395,4.055463,37311.268914,8.871324,271.209055,3.041597,6.083194,0.760399,10.899055,2.534664,67.928997,73.505258,4.562395,78.574586,5.069328,2.281198,0.506933,5.576261,2.78813,7.350526,111.525219,2.281198,1.267332,41.821957,41.315024,38.78036,2.78813,3.801996,30.162502
