"","hsa.mir.142","hsa.mir.326","hsa.mir.1271","hsa.mir.431","hsa.mir.375","hsa.mir.627","hsa.mir.4772","hsa.mir.99a","hsa.mir.301a","hsa.mir.345","hsa.mir.3605","hsa.mir.940","hsa.mir.7.3","hsa.mir.323a","hsa.mir.1180","hsa.mir.3130.2","hsa.mir.1266","hsa.mir.6761","hsa.mir.4661","hsa.mir.150","hsa.mir.4668","hsa.mir.155","hsa.mir.628","hsa.mir.125b.2","hsa.mir.125b.1","hsa.mir.338","hsa.mir.135b","hsa.mir.362","hsa.mir.1248","hsa.mir.196b","hsa.mir.145","hsa.mir.323b","hsa.mir.3200","hsa.mir.188","hsa.mir.147b","hsa.mir.19a","hsa.mir.3607","hsa.mir.642a","hsa.mir.139","hsa.mir.301b","hsa.mir.210","hsa.mir.616","hsa.mir.451a","hsa.mir.144","hsa.mir.503","hsa.mir.217","hsa.mir.485","hsa.mir.33a","hsa.mir.3065","hsa.mir.215","hsa.mir.106a","hsa.mir.223","hsa.mir.1.1","hsa.mir.1.2","hsa.mir.937","hsa.mir.592","hsa.mir.153.2","hsa.mir.133a.2","hsa.mir.133a.1","hsa.mir.577","hsa.mir.33b","hsa.mir.1247","hsa.mir.149","hsa.mir.3653","hsa.mir.4662a","hsa.mir.296","hsa.mir.31","hsa.mir.9.1","hsa.mir.9.3","hsa.mir.9.2","hsa.mir.653","hsa.mir.20b","hsa.mir.486.2","hsa.mir.675","hsa.mir.486.1"
"TCGA-A6-A56B",11.911416,27.335172,18.630676,36.65051,14.660204,2.901499,115.143685,113.158449,9.620759,0.763552,28.251435,28.862277,39.704719,33.596301,698.650345,14.660204,4129.596203,0.610842,29.93125,102.774138,32.374617,258.233384,6.413839,3626.567955,75.897098,20.00507,636.80261,71.010363,53.29595,291.676975,1.832525,17.408992,3.20692,6.108418,0.610842,0.763552,12.980389,2.748788,0.916263,1.221684,453.244639,20.921333,1.374394,16.79815,1.985236,15.423756,20.310491,2.901499,2808.803452,13.43852,99.872639,2.748788,3.817761,2.137946,2.290657,2.748788,8.093654,7.177392,40.773692,11.300574,19.546939,2.443367,0.610842,3.970472,0.458131,4.428603,4.275893,0.458131,1.221684,833.188258,833.951811,854.262302,2.596078,4.428603,72.384757
"TCGA-AA-3558",119.193481,8.764227,14.022762,3.505691,331.287763,3.505691,92.900801,89.395111,19.281298,8.764227,0,1.752845,56.09105,35.056906,3829.966994,390.884503,879.928344,29.79837,21.034144,475.021078,14.022762,187.554448,10.517072,4147.231994,285.713785,19.281298,4152.49053,1358.455112,1.752845,368.097514,3.505691,26.29268,8.764227,8.764227,1.752845,1.752845,14.022762,5.258536,8.764227,3.505691,2569.671219,89.395111,17.528453,17.528453,8.764227,362.838978,38.562597,22.786989,32830.792584,19.281298,704.643813,8.764227,7.011381,15.775608,14.022762,1.752845,115.68779,96.406492,8.764227,1519.71688,26.29268,38.562597,8.764227,66.608122,12.269917,61.349586,29.79837,7.011381,10.517072,47.326823,50.832514,52.585359,3.505691,0,105.170718
"TCGA-AZ-4313",73.546923,2.334823,7.004469,4.669646,46.696459,10.506703,57.203162,73.546923,24.515641,8.17188,3.502234,2.334823,70.044689,22.180818,3902.656562,224.143003,1509.463037,8.17188,3.502234,157.600549,28.017875,161.102784,8.17188,1907.55035,74.714334,8.17188,1839.840485,246.323821,21.013407,1992.771388,4.669646,15.176349,4.669646,16.343761,44.361636,3.502234,2.334823,9.339292,23.34823,2.334823,682.935713,38.524579,4.669646,22.180818,4.669646,73.546923,24.515641,5.837057,21326.272829,18.678584,544.013747,1.167411,10.506703,3.502234,58.370574,1.167411,50.198693,59.537985,9.339292,281.346166,12.841526,10.506703,1.167411,51.366105,1.167411,2.334823,18.678584,1.167411,2.334823,28.017875,26.850464,36.189756,1.167411,3.502234,68.877277
"TCGA-AZ-4315",63.42669,3.69989,3.69989,3.171335,170.723508,9.514004,86.154588,105.711151,28.013455,2.114223,3.171335,1.585667,75.054917,15.856673,3973.153596,87.740255,1475.199107,21.14223,6.871225,269.034878,14.799561,504.242188,5.814113,5383.868901,42.813016,115.75371,739.978054,187.108737,11.628227,439.229831,3.171335,13.74245,1.585667,22.727897,4.228446,3.171335,3.171335,7.399781,13.74245,2.114223,1644.336948,42.813016,6.342669,17.44234,5.814113,126.324825,35.941791,14.799561,9558.402239,8.985448,401.702372,5.285558,3.171335,2.114223,14.799561,3.171335,22.199342,34.356124,18.499451,331.404457,131.610383,5.814113,5.285558,39.113126,3.171335,5.285558,7.928336,1.057112,3.171335,167.552174,170.723508,179.708956,2.114223,3.69989,114.696598
"TCGA-AA-3494",81.487694,5.82055,4.365412,4.365412,134.357685,0.970092,50.929809,51.8999,9.21587,7.275687,2.425229,2.910275,129.507227,16.976603,2136.141684,67.421366,931.772973,2.425229,5.335504,125.141815,32.013023,171.706212,5.82055,4643.828447,54.325129,6.790641,376.880583,345.837652,38.803664,227.486478,14.551374,19.886878,4.365412,5.82055,0,2.425229,5.82055,0.485046,9.700916,0.970092,133.87264,61.600816,3.880366,23.767244,4.365412,130.477319,21.342015,10.671008,23885.595158,5.82055,239.612623,13.581282,16.491557,2.910275,4.365412,1.455137,11.641099,16.976603,9.700916,100.889525,63.055953,13.096236,1.940183,31.042931,0.970092,2.910275,4.850458,2.910275,0.485046,118.83622,108.165212,89.248426,3.395321,1.455137,42.68403
"TCGA-AY-4070",204.567073,17.423694,16.778372,19.35966,9.67983,6.45322,96.798299,105.832807,40.009964,2.581288,11.615796,8.389186,257.483477,37.428676,4699.234777,146.488093,2821.99309,8.389186,171.010329,429.139128,13.551762,586.597695,14.197084,4377.864423,300.72005,16.778372,3035.594671,1183.520541,34.202066,224.572055,2.581288,45.817862,7.743864,23.876914,25.167558,2.581288,21.295626,7.098542,9.67983,7.743864,1508.117505,47.753828,2.581288,56.143014,3.22661,109.704739,40.009964,17.423694,5096.107805,6.45322,652.420538,8.389186,8.389186,5.162576,3.22661,3.871932,62.596234,63.241556,68.404132,297.49344,10.325152,9.034508,0.645322,72.276064,8.389186,23.231592,487.218107,6.45322,11.615796,119.384569,96.798299,120.675213,52.916404,9.034508,80.66525
"TCGA-AY-4071",72.863397,26.112894,2.527054,30.745826,784.22916,5.054108,53.489314,61.070477,12.635271,2.94823,13.898798,11.371744,160.046767,13.477623,5626.486224,75.390451,2530.844803,9.265865,7.581163,401.380445,59.80695,510.886128,6.317636,11632.451756,141.936212,6.317636,1153.179076,758.537442,50.96226,144.884442,1.684703,20.637609,0.421176,21.901137,3.369406,2.94823,3.369406,5.475284,10.108217,0.842351,230.804286,63.597531,7.581163,21.479961,2.527054,195.846702,125.51036,11.371744,16759.423596,8.002338,333.571157,7.159987,3.790581,2.527054,8.002338,2.94823,22.322312,24.428191,32.430529,112.875089,383.691066,6.317636,6.738811,25.270542,8.84469,5.475284,6.317636,1.684703,2.105879,49.277557,51.804612,46.750503,1.263527,1.263527,66.545761
"TCGA-AA-3819",113.73495,13.224994,4.628748,20.498741,197.713663,9.257496,54.883726,58.851224,5.951247,1.322499,11.241245,8.596246,311.448613,19.176242,5215.937705,74.059967,1784.712965,6.612497,10.579995,421.877314,97.864957,304.836116,15.869993,6285.839734,24.466239,2.644999,926.410842,2522.66764,25.127489,162.006179,3.306249,58.851224,9.257496,5.289998,3.967498,1.322499,7.273747,12.563744,12.563744,2.644999,516.436023,174.569923,7.934997,34.384985,8.596246,302.852367,20.498741,11.902495,30907.472651,16.531243,385.50858,10.579995,13.224994,2.644999,6.612497,3.967498,12.563744,12.563744,12.563744,135.55619,77.366216,3.306249,3.967498,48.932478,4.628748,1.322499,7.273747,3.967498,3.306249,23.14374,25.788739,29.094987,0,5.289998,58.189974
"TCGA-AA-3818",124.384875,69.992845,4.216436,65.776408,339.001489,0,262.262346,277.441517,5.059724,1.686575,48.910663,26.985193,107.940773,32.044917,5021.775786,43.429295,10275.455575,9.697804,35.418066,325.508892,83.485441,470.975949,16.022458,5678.696581,45.537513,9.27616,1712.716477,305.691641,21.503826,131.552817,3.373149,26.985193,0.843287,10.541091,2.529862,3.794793,3.794793,5.903011,6.746298,2.951505,328.882041,191.847857,25.298619,104.567623,0.843287,158.53801,32.46656,4.63808,25770.437805,5.903011,354.602304,1.686575,2.529862,5.903011,2.951505,2.951505,15.600815,16.022458,5.481367,43.429295,69.149557,5.059724,7.589586,56.078604,3.794793,16.444102,10.541091,2.108218,1.686575,67.041339,64.089834,67.462983,0.421644,0.843287,401.826392
"TCGA-AA-3815",372.336133,2.831453,7.078634,2.831453,191.12311,11.325814,62.291977,80.696424,15.572994,4.24718,8.49436,2.831453,117.50532,11.325814,8610.450045,104.763779,2068.37677,42.471802,14.157267,949.952644,84.943605,543.639069,14.157267,1748.422526,70.786337,1.415727,2020.242061,4241.517319,1.415727,637.077034,1.415727,19.820174,7.078634,2.831453,109.010959,15.572994,4.24718,5.662907,11.325814,35.393169,171.302936,300.134069,118.921046,104.763779,5.662907,492.672906,11.325814,39.640349,22275.04456,5.662907,781.481162,2.831453,2.831453,1.415727,26.898808,1.415727,52.381889,49.550436,2.831453,135.909767,15.572994,4.24718,1.415727,49.550436,4.24718,0,2.831453,1.415727,22.651628,31.145988,14.157267,29.730262,1.415727,11.325814,66.539157
"TCGA-A6-A567",13.231272,66.868813,2.340917,80.507201,8.142321,1.933801,151.548954,151.752513,3.664045,1.01779,45.902336,44.680988,111.142685,34.401307,1802.302811,82.237445,5223.909764,0.305337,10.177902,236.025538,7.531647,93.02602,2.748033,206.509623,45.49522,26.971439,44.070314,128.546897,135.060754,103.000364,2.239138,11.297471,1.526685,9.567227,4.987172,0.508895,4.071161,3.256929,2.239138,0.407116,649.757237,11.602808,0.203558,1.628464,0.916011,25.037638,29.312357,2.03558,13045.525347,10.279681,299.128527,4.885393,6.310299,1.628464,2.646254,2.442696,32.467506,34.808423,6.106741,14.045504,30.228368,1.424906,1.323127,3.562266,1.01779,2.646254,10.585018,0.610674,5.903183,241.92872,243.760743,238.87535,0.712453,0.610674,96.282949
"TCGA-A6-A565",10.66058,21.473454,11.726638,22.8441,13.70646,3.80735,118.332436,113.763616,14.46793,1.827528,15.381694,15.077106,36.093677,52.541429,2945.670487,230.573111,2377.613879,4.416526,8.528464,2991.663274,29.392741,619.379685,3.655056,649.229309,74.624058,19.341338,764.668158,2179.327095,68.075417,602.01817,1.370646,12.031226,1.066058,10.508286,12.792696,1.066058,1.827528,2.588998,2.436704,1.066058,613.135631,16.600046,1.675234,9.746816,0.913764,19.341338,29.545035,5.939466,76908.31612,12.792696,1501.466515,3.502762,46.297375,1.979822,10.051404,2.436704,176.356448,164.477517,5.939466,15.686282,12.335814,1.370646,0,4.721114,5.634878,1.066058,7.005524,0.304588,2.28441,444.089295,438.759005,446.221411,0.304588,1.675234,28.783565
"TCGA-AA-3811",236.826769,14.801673,11.015199,14.457448,38.553195,1.032675,81.237089,71.943016,52.322193,3.786475,12.047873,11.703648,194.4871,19.965047,5507.599282,81.581314,2484.271501,7.572949,6.884499,415.823746,65.746966,464.01524,19.965047,4325.530786,330.455957,4.130699,2057.776782,6712.0424,16.867023,236.482544,23.407297,82.958214,17.555473,39.930095,356.617054,5.507599,6.196049,2.06535,2.7538,4.130699,913.228806,246.465068,42.683894,21.686172,4.819149,243.022818,86.744689,11.015199,17723.798715,4.474924,530.106431,1.3769,17.211248,5.507599,6.196049,0.344225,15.490123,12.736323,13.768998,134.936182,7.917174,14.113223,22.030397,76.073715,2.409575,9.294074,22.374622,2.7538,7.917174,400.677848,402.398973,432.346544,2.409575,3.098025,33.734046
"TCGA-AA-3812",107.360939,58.401553,1.748549,56.653004,107.710649,1.39884,140.233669,137.7857,3.497099,4.895939,47.560546,37.768669,82.181826,52.106775,2930.568947,31.823601,6554.612621,9.791877,30.774471,195.487833,77.985307,196.886673,9.442167,5034.773404,39.167509,11.890137,1420.521606,2187.785123,13.288976,205.62942,5.945068,8.742747,2.098259,4.895939,14.687816,4.895939,1.04913,9.092457,20.283174,9.442167,259.484744,97.918771,13.988396,33.92186,5.245648,239.20157,12.939266,9.791877,30812.939126,15.387236,209.476229,2.098259,6.994198,1.39884,4.895939,5.945068,10.491297,11.540427,12.239846,43.014317,18.184915,4.546229,1.39884,52.106775,9.092457,5.595358,23.080853,1.748549,0.34971,114.005427,125.895563,133.589181,1.39884,4.895939,189.193055
"TCGA-AA-3955",464.655103,15.885645,5.295215,9.266626,458.036084,2.647607,48.980737,84.723438,14.561841,3.971411,3.971411,1.323804,115.170923,30.447485,2055.867164,92.66626,1679.90691,7.942822,6.619019,181.361109,63.542578,184.008716,15.885645,17265.048008,103.25669,1.323804,2084.990846,2946.787062,3.971411,71.4854,42.361719,30.447485,11.914233,0,2.647607,13.238037,5.295215,5.295215,29.123682,5.295215,501.721607,194.599146,18.533252,71.4854,9.266626,435.531421,22.504663,60.894971,9237.5023,13.238037,340.217554,5.295215,9.266626,0,2.647607,3.971411,15.885645,19.857056,7.942822,62.218774,87.371045,11.914233,5.295215,33.095093,9.266626,5.295215,50.304541,5.295215,5.295215,25.152271,34.418897,34.418897,3.971411,14.561841,72.809204
"TCGA-AA-3956",128.070327,14.151417,3.537854,12.736276,153.542878,2.830283,181.845713,185.383567,6.368138,9.198421,6.368138,6.368138,214.393973,36.086114,4928.231087,46.699677,2647.730183,19.104413,8.49085,871.019737,49.529961,220.05454,33.255831,6439.602458,31.133118,4.952996,832.81091,1938.744175,32.54826,223.592394,6.368138,31.133118,2.122713,3.537854,4.245425,11.321134,1.415142,11.321134,27.595264,7.075709,89.153929,96.229638,9.905992,13.443846,7.78328,360.153571,12.028705,12.028705,10414.028017,12.028705,180.430571,19.104413,9.198421,1.415142,10.613563,2.122713,11.321134,9.905992,23.349839,157.080732,41.03911,8.49085,4.245425,63.681378,3.537854,6.368138,6.368138,7.075709,1.415142,38.208827,50.237532,38.208827,5.660567,9.905992,316.284177
"TCGA-AA-3950",91.953929,3.595964,9.760473,4.109673,9.246764,7.705636,116.611965,104.282947,14.897564,4.623382,0.513709,2.054836,126.372438,16.9524,18349.688975,566.107426,2948.690222,6.678218,29.795128,432.029351,50.857201,392.98746,8.733055,1200.538162,230.141676,31.336255,1689.075514,234.251349,7.705636,7312.649008,3.595964,47.774946,8.219346,8.219346,30.308837,2.568545,9.246764,12.329018,14.897564,5.6508,1198.997034,77.570074,15.411273,56.508001,6.678218,155.653857,19.520946,23.116909,27375.557824,17.466109,2131.892756,5.137091,8.219346,17.466109,73.97411,3.595964,179.798184,188.531239,9.760473,253.772294,5.137091,42.637855,3.082255,148.461929,4.623382,13.356437,128.427274,0.513709,5.6508,103.769238,105.310365,106.851492,2.568545,3.595964,39.555601
"TCGA-AA-3952",55.613422,19.986073,2.606879,19.986073,19.986073,4.924105,171.474717,172.922984,10.71717,10.427517,9.268904,5.793065,96.744182,32.151509,2465.238715,15.061968,2464.080102,10.71717,16.510235,163.65408,18.537807,87.764931,11.58613,7312.006358,112.964763,6.662024,920.228339,282.991214,39.103187,219.846808,2.606879,23.751566,3.186186,21.723993,4.634452,5.503412,1.158613,2.317226,10.137863,3.186186,1666.664736,34.758389,8.97925,28.096364,9.84821,240.412188,44.606599,6.372371,37305.019922,5.503412,68.937471,2.606879,4.924105,5.213758,9.84821,0.86896,2.606879,4.634452,8.110291,335.708104,74.440882,18.537807,8.97925,46.634171,4.634452,2.027573,4.344799,4.344799,2.317226,99.640714,105.723432,91.530423,2.896532,0.86896,215.212356
"TCGA-CK-5915",11.239422,1.81281,39.881819,3.988182,4373.222766,2.537934,11.964546,13.777356,61.635539,0,1.450248,0.362562,3.988182,16.31529,249.442652,50.396117,729.837293,1.450248,13.414794,109.13116,7.25124,91.728184,5.43843,6481.520759,46.407935,0.362562,701.557458,111.669094,3.988182,68.886779,1.087686,14.50248,5.43843,11.964546,0.362562,1.087686,18.853224,1.087686,2.537934,3.263058,1412.904089,38.431571,3.263058,30.455207,2.175372,6.888678,26.829588,1.087686,43377.642035,7.613802,121.095706,1.81281,11.964546,0,1.450248,3.263058,14.139918,14.139918,2.175372,55.471985,203.034716,3.62562,3.62562,5.800992,0.725124,0.362562,1.81281,3.988182,7.613802,11.964546,12.327108,14.139918,3.988182,2.900496,15.952728
"TCGA-AA-A00W",102.946355,30.06849,7.644531,31.597396,205.383075,3.057813,31.597396,36.184115,9.173438,1.019271,9.683073,8.154167,146.265366,31.597396,5128.461253,260.423701,1833.668249,8.663802,2.038542,558.050787,61.665886,353.177348,10.702344,3164.326336,125.370314,9.173438,354.706254,573.849485,13.250521,253.288805,7.134896,18.856511,2.548177,4.077083,18.346875,1.019271,3.567448,4.586719,9.173438,1.019271,617.678132,47.90573,5.096354,24.4625,7.134896,134.543751,68.291147,7.644531,20829.818972,7.134896,904.093239,9.173438,13.250521,3.567448,3.057813,3.057813,82.560938,82.051303,9.683073,83.580209,44.847917,5.096354,3.057813,19.875781,2.038542,10.702344,6.62526,2.038542,1.528906,82.051303,93.772918,88.676563,0.509635,2.548177,51.982813
"TCGA-CK-5914",20.251535,3.937799,15.751194,0,44.440869,1.125085,72.005459,63.567319,40.503071,1.125085,0.562543,1.687628,28.689675,13.501024,732.430527,91.131909,920.319772,1.125085,4.500341,123.759383,24.189334,361.714923,2.250171,1003.013541,86.069025,2.250171,212.078578,889.942469,32.064931,311.648627,1.125085,4.500341,0,6.750512,1.687628,7.313054,0.562543,1.687628,2.812713,3.937799,131.072437,23.064249,2.250171,17.438822,2.250171,7.875597,23.064249,1.125085,15930.082699,17.438822,258.207075,3.937799,1.687628,1.125085,5.062884,3.937799,21.376621,23.064249,6.750512,50.066296,12.375938,0.562543,1.687628,6.187969,0,0.562543,0.562543,0,10.68831,29.252218,20.814078,29.81476,3.375256,4.500341,52.879009
"TCGA-AA-3492",55.288532,3.685902,4.423083,2.211541,113.894377,0.36859,40.913514,42.019285,7.740395,1.474361,2.580132,1.105771,25.432725,12.163477,2627.311061,20.272462,784.35998,4.054492,4.054492,566.891752,79.984077,595.641789,3.685902,1047.901984,27.275676,1.474361,553.253914,701.427181,15.480789,171.02586,0.73718,10.689116,2.211541,32.804529,21.378233,5.528853,6.266034,6.634624,8.477575,1.842951,1138.206587,29.487217,7.003214,11.426297,7.740395,85.51293,7.371804,1.842951,46494.707044,3.685902,66.714829,4.054492,2.580132,2.948722,6.266034,1.474361,8.108985,6.634624,12.163477,433.093504,2.580132,5.897443,1.842951,22.484003,3.685902,11.794887,175.080353,0.73718,2.211541,15.112199,22.484003,13.637838,0.36859,0.36859,63.397517
"TCGA-CK-5912",19.056226,11.950515,6.136751,16.472331,55.553743,4.198829,67.827245,80.74672,86.237497,0.645974,4.844803,3.552856,9.043633,26.807911,374.66478,57.491665,1105.907075,9.043633,4.844803,98.510998,62.013481,155.679676,2.583895,193.146154,63.305428,0.322987,191.531219,223.183934,74.932956,93.343208,0.645974,4.521816,0.968961,20.025187,0.645974,11.950515,5.490777,0.968961,0.645974,4.198829,82.684641,50.062966,1.614934,7.751685,2.260908,8.074672,16.472331,6.459738,16244.625095,4.198829,124.995922,13.565449,17.764278,0.645974,1.937921,1.614934,25.192977,25.515963,2.260908,44.572189,18.410252,2.260908,2.260908,5.813764,0,0.322987,2.906882,3.552856,5.813764,69.119192,64.274389,63.951402,4.844803,3.875843,119.182158
"TCGA-CK-5913",8.068572,4.841143,32.274288,3.227429,66.431244,2.420572,33.081146,39.536003,56.480005,0,1.344762,2.151619,42.49448,13.985525,626.390148,51.100957,789.913209,4.303238,3.496381,108.656771,7.530667,217.04459,1.344762,806.85721,29.04686,1.07581,635.265577,7814.143131,25.281526,620.742147,1.344762,3.227429,1.613714,10.758096,4.841143,1.07581,3.496381,1.344762,1.613714,13.44762,1042.190564,22.054097,4.034286,9.413334,1.07581,4.841143,9.951239,0.268952,73169.57718,13.985525,110.001533,1.344762,68.582863,0.268952,8.875429,2.689524,42.225527,35.501717,4.303238,22.323049,0.537905,1.882667,0.537905,5.110096,1.613714,0.268952,29.315812,1.344762,5.916953,17.212954,15.330287,11.833906,1.882667,1.882667,33.350098
"TCGA-AA-3496",22.372203,4.194788,7.270966,4.754093,647.115971,1.11861,64.040431,59.006685,42.507186,1.677915,3.076178,1.11861,7.550619,23.211161,2746.467569,22.372203,1249.767189,5.872703,6.711661,230.154038,26.287339,307.058486,2.23722,263.991995,78.30271,6.991313,435.698653,308.736401,43.066491,363.827951,7.270966,8.109924,2.796525,35.515872,36.634482,17.897762,1.11861,3.635483,4.474441,3.915136,101.793524,82.497499,4.754093,21.812898,2.23722,36.914135,6.991313,3.915136,36646.507447,15.101237,66.277651,19.296025,5.872703,2.23722,10.067491,5.872703,9.228534,7.830271,26.287339,19.296025,12.025059,4.194788,1.11861,7.550619,1.677915,5.313398,3.635483,2.516873,2.796525,71.59105,66.557304,73.268965,0.559305,4.474441,48.659541
"TCGA-A6-3809",289.354542,2.324133,3.486199,2.324133,210.334024,4.648266,48.80679,51.130923,12.782731,6.972399,0,1.162066,44.158524,33.699927,7703.338384,83.668783,1043.535657,15.106864,10.458598,550.819489,36.024059,1106.287244,6.972399,2333.429397,56.941255,9.296531,4503.007428,1152.769902,5.810332,569.412552,2.324133,25.565462,4.648266,8.134465,148.744503,8.134465,1.162066,4.648266,10.458598,4.648266,872.711891,118.530776,37.186126,49.968857,1.162066,456.692108,1.162066,10.458598,13366.088113,10.458598,355.592329,4.648266,1.162066,3.486199,23.241329,2.324133,23.241329,23.241329,9.296531,1277.11101,1.162066,13.944797,3.486199,91.803248,16.26893,11.620664,4.648266,4.648266,30.213727,25.565462,18.593063,18.593063,2.324133,3.486199,54.617122
"TCGA-A6-3808",31.244475,94.495486,1.524121,83.06458,60.964829,0.76206,218.711325,247.669619,1.524121,8.382664,41.91332,38.103018,16.765328,107.450512,2783.806522,56.392467,6480.561364,3.048241,12.955026,584.500302,28.958294,136.408806,8.382664,1519.548373,6.096483,26.672113,498.38748,171.463583,13.717087,134.884685,3.048241,12.955026,1.524121,3.048241,3.048241,9.144724,1.524121,3.048241,16.003268,7.620604,254.528163,60.202769,7.620604,16.765328,2.286181,180.608307,3.048241,29.720354,10175.030025,13.717087,279.676155,0,5.334423,1.524121,3.048241,3.048241,15.241207,19.81357,4.572362,91.447244,6.858543,3.810302,0,42.675381,2.286181,8.382664,27.434173,0.76206,0.76206,65.537192,53.344226,60.964829,2.286181,2.286181,454.950039
"TCGA-AA-3554",38.964653,29.687355,7.421839,31.542815,105.761202,14.843678,183.690509,192.967808,7.421839,9.277298,9.277298,20.410057,192.967808,92.772985,13257.259486,76.073847,2864.829762,1.85546,9.277298,1313.665461,77.929307,191.112348,14.843678,2619.909082,83.495686,50.097412,3193.246127,1057.612023,40.820113,1777.530383,12.988218,22.265516,1.85546,1.85546,66.796549,5.566379,1.85546,11.132758,31.542815,0,2415.808517,37.109194,9.277298,35.253734,12.988218,179.97959,7.421839,16.699137,12695.0552,3.710919,98.339364,1.85546,7.421839,22.265516,57.51925,5.566379,29.687355,12.988218,5.566379,406.345672,0,20.410057,1.85546,115.038501,7.421839,9.277298,40.820113,3.710919,7.421839,397.068374,415.622971,426.755729,3.710919,0,207.811485
"TCGA-AA-3555",60.809041,2.338809,28.065711,2.338809,11.694046,7.016428,42.098567,58.470232,4.677619,4.677619,0,2.338809,175.410695,42.098567,4228.567152,49.114995,734.386109,0,9.355237,130.973319,145.006174,60.809041,2.338809,2897.78468,51.453804,458.406616,12734.81645,290.012349,16.371665,1531.920069,18.710474,37.420948,7.016428,37.420948,21.049283,2.338809,0,9.355237,21.049283,0,390.581147,14.032856,4.677619,49.114995,2.338809,42.098567,2.338809,14.032856,148285.185047,2.338809,37.420948,0,9.355237,7.016428,44.437376,0,14.032856,9.355237,18.710474,570.669461,4.677619,16.371665,2.338809,102.907608,4.677619,2.338809,46.776185,2.338809,0,1305.05557,1323.766044,1253.601766,0,0,35.082139
"TCGA-AA-3556",46.082205,10.926708,1.900297,10.926708,31.829977,0.475074,52.733245,50.357873,9.501486,1.900297,6.175966,7.126114,342.05348,19.95312,3688.001619,87.413667,892.664568,2.375371,3.32552,302.622315,86.938593,76.486959,5.700891,1536.865289,81.712776,5.225817,8318.550605,1837.112232,31.354902,243.23803,3.800594,61.759656,7.126114,2.375371,30.404754,1.900297,3.32552,2.850446,5.225817,1.425223,208.082534,53.208319,7.601188,25.178937,4.750743,147.273026,19.478045,7.601188,70405.532905,3.32552,105.941564,8.076263,6.175966,9.026411,8.076263,0,8.551337,8.076263,8.551337,229.93595,8.076263,7.126114,3.800594,67.460547,8.076263,3.32552,23.27864,1.425223,4.275669,30.404754,28.029382,28.979531,3.32552,1.900297,75.061736
"TCGA-A6-A5ZU",6.819636,2.871426,4.486603,5.024995,19.023195,3.230354,330.213948,321.958599,6.281244,1.076785,1.974105,2.691962,192.744446,15.254449,2314.369063,17.04909,2943.390741,8.075885,17.587482,340.981794,10.408918,323.932705,8.973205,1509.472564,124.727551,1.794641,552.031579,118.9847,106.781141,159.723051,2.691962,11.306238,1.974105,32.303538,49.173164,0.358928,6.460708,4.307138,3.05089,1.974105,1025.816808,38.405318,1.974105,8.793741,1.435713,20.638372,79.861525,6.9991,3874.809432,13.459808,240.122969,8.793741,5.024995,3.589282,3.768746,3.768746,15.433913,17.408018,2.333033,22.253549,42.174064,1.256249,3.230354,9.332133,0.717856,28.534792,6.101779,0.717856,0.897321,201.717651,204.589077,209.973,1.794641,0.538392,160.9793
"TCGA-AA-3688",207.256351,1.698823,3.397645,6.79529,742.385453,6.79529,122.315223,100.23053,6.79529,0,6.79529,6.79529,56.061144,15.289403,6674.673784,78.145837,3613.395556,33.976451,50.964676,360.15038,86.63995,183.472835,90.037595,35659.984065,105.326998,1.698823,2796.261911,1608.784951,20.385871,304.089236,52.663499,32.277628,10.192935,13.59058,6.79529,15.289403,5.096468,10.192935,32.277628,6.79529,134.206981,929.255933,49.265854,62.856434,1.698823,382.235073,86.63995,28.879983,19550.04986,22.084693,511.345586,10.192935,3.397645,8.494113,8.494113,3.397645,13.59058,18.687048,25.482338,365.246847,33.976451,13.59058,13.59058,67.952902,1.698823,8.494113,23.783516,8.494113,10.192935,25.482338,23.783516,22.084693,0,16.988225,84.941127
"TCGA-D5-6929",13.213291,5.987272,16.310156,4.748526,107.770901,3.922696,118.093785,136.055602,10.322883,3.096865,5.574357,2.477492,22.503886,10.735799,1565.362019,16.103698,1318.645109,2.890407,2.68395,206.457665,7.638934,314.022109,11.768087,1044.882245,56.156485,0.825831,797.545962,417.250942,18.994105,177.347135,7.432476,6.606645,1.445204,6.813103,4.748526,3.716238,5.574357,3.096865,2.477492,1.445204,112.932343,24.362005,2.477492,17.548902,1.858119,143.488077,12.38746,5.987272,20629.662846,8.464764,47.691721,2.477492,3.922696,0.825831,6.400188,2.890407,6.400188,7.019561,29.936361,95.589899,50.37567,2.890407,0.825831,8.258307,5.161442,7.226018,17.548902,3.096865,2.271034,36.130091,34.271972,34.891345,5.574357,4.954984,147.204315
"TCGA-D5-6928",8.106331,16.703956,26.775459,17.932188,605.764044,0,177.111061,173.180718,21.371238,3.43905,13.510552,9.58021,38.566486,46.181525,7481.407023,87.450121,1720.507447,0,4.175989,1960.749634,77.132972,1325.016729,4.421635,736.69358,26.775459,12.28232,223.538232,808.176685,24.810287,1094.846044,0.736939,8.106331,1.965171,8.106331,1.473878,9.088917,1.473878,1.473878,3.684696,7.123746,998.798298,12.773613,2.70211,6.632453,3.193403,18.914773,12.527967,4.912928,11137.362524,6.386807,189.639028,1.719525,2.947757,1.228232,47.409757,1.719525,59.692077,57.726906,10.317149,44.953293,1.965171,2.456464,0.491293,10.562796,4.667282,5.649867,13.510552,0.491293,3.43905,114.471226,111.277823,106.119249,0.982586,0.982586,150.581249
